section,Lecture,Age,Primary major,Other Primary Major,Other majors,Zip Code,4701018: What is the latitude of your most favorite city on Earth? You can use any free lat/long lookup service. Please make sure to open the following link in a new tab. Here is an example: https://www.latlong.net/convert-address-to-lat-long.html.,4701019: What is the longitude of your most favorite city on Earth? You can use any free lat/long lookup service. Please make sure to open the following link in a new tab. Here is an example: https://www.latlong.net/convert-address-to-lat-long.html.,4701117: Are you considering declaring a Data Science Major?,Pizza topping,Pet owner,Runner,Sleep habit,Procrastinator
COMP SCI 319:LEC002,LEC006,23,Other (please provide details below).,Economics,,53703,121,5,Maybe,pepperoni,neither,No,no preference,Maybe
"COMP SCI 220:LAB344, COMP SCI 220:LEC004",LEC004,18,Business: Actuarial,,,53706,21.306944,-157.858337,Yes,pineapple,dog,Yes,night owl,Maybe
"COMP SCI 220:LAB353, COMP SCI 220:LEC005",LEC005,18,Other (please provide details below).,Economics,Data Science,53706,43,-87.9,Yes,pepperoni,dog,Yes,early bird,Maybe
COMP SCI 319:LEC005,LEC005,23,Business: Other,Business Analytics,,53703,31.230391,121.473701,Maybe,pineapple,cat,Yes,night owl,Maybe
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC002,22,Other (please provide details below).,Psychology,,53703,25.032969,121.565414,No,mushroom,dog,No,no preference,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB354",LEC001,18,Computer Science,,Computer Engineering,53706,43.0722° N,89.4008° W,Maybe,sausage,cat,No,night owl,Yes
"COMP SCI 220:LEC006, COMP SCI 220:LAB361",LEC006,18,Data Science,,,53706,52.370216,4.895168,Yes,mushroom,dog,Yes,night owl,Maybe
"COMP SCI 220:LAB342, COMP SCI 220:LEC004",LEC004,20,Data Science,,,53703,35.726212,-83.491226,Yes,pepperoni,cat,No,early bird,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,18,Computer Science,,,53703,27,153,Yes,mushroom,cat,No,early bird,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB353",LEC005,18,Data Science,,,53706,56.117017,-3.879547,Yes,pineapple,dog,Yes,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,20,Engineering: Biomedical,,,53715,45.983964,9.262161,No,sausage,dog,No,night owl,No
"COMP SCI 220:LEC005, COMP SCI 220:LAB353",LEC005,21,Other (please provide details below).,Psychology,,53703,43.038902,-87.906471,Maybe,macaroni/pasta,dog,Yes,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,18,Engineering: Mechanical,,,53706,41.38879,2.15084,Yes,sausage,dog,Yes,no preference,Maybe
"COMP SCI 220:LEC003, COMP SCI 220:LAB331",LEC003,18,Data Science,,,53706,47.48,-122.28,Yes,basil/spinach,dog,No,no preference,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,21,Data Science,Data Science,Computer Science,53703,34.746613,113.625328,Yes,green pepper,neither,Yes,no preference,No
"COMP SCI 220:LEC005, COMP SCI 220:LAB353",LEC005,21,Data Science,Mathematics,,53703,38.240946,-85.757571,Yes,pepperoni,dog,No,no preference,Yes
"COMP SCI 220:LAB351, COMP SCI 220:LEC005",LEC005,19,Engineering: Mechanical,Mechanical Engineering,Possibly computer science,53703,43.07291,-89.39439,Maybe,sausage,dog,No,night owl,Maybe
"COMP SCI 220:LAB351, COMP SCI 220:LEC005",LEC005,19,Engineering: Mechanical,N/A,N/A,53715,56.373482,-3.84306,Maybe,none (just cheese),dog,No,early bird,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB352",LEC005,19,Data Science,,,53703,41.381717,2.177925,Yes,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LAB351, COMP SCI 220:LEC005",LEC005,19,Engineering: Mechanical,,,53714,43.089199,87.8876,No,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB351",LEC005,19,Engineering: Other,,,53590,38.4,11.2,No,pepperoni,dog,Yes,early bird,No
"COMP SCI 220:LEC005, COMP SCI 220:LAB353",LEC005,19,Engineering: Mechanical,Mechanical Engineering,N/A,53715,25.761681,-80.191788,Maybe,pepperoni,dog,Yes,night owl,No
"COMP SCI 220:LAB352, COMP SCI 220:LEC005",LEC005,19,Engineering: Mechanical,,,53703,44.5133 N,88.0133 W,Maybe,mushroom,dog,Yes,night owl,Maybe
"COMP SCI 220:LAB321, COMP SCI 220:LEC002",LEC005,,Computer Science,,,53706,41.8781°N,87.6298°W,No,pepperoni,dog,No,night owl,Maybe
"COMP SCI 220:LEC005, COMP SCI 220:LAB354",LEC005,19,Business: Finance,Finance and Investment Banking,Data Science Certificate,53703,38.98378,-77.20871,Maybe,none (just cheese),dog,Yes,night owl,Yes
"COMP SCI 220:LAB351, COMP SCI 220:LEC005",LEC005,18,Business: Finance,,Data Science,53703,22.9068,43.1729W,Yes,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB353",LEC005,19,Engineering: Mechanical,,Data Science,53715,43.073051,-89.40123,No,pepperoni,dog,No,early bird,No
COMP SCI 319:LEC004,LEC004,23,Other (please provide details below).,Econometric,No,53703,43.083321,-89.372475,No,mushroom,dog,Yes,early bird,No
"COMP SCI 220:LAB323, COMP SCI 220:LEC002",LEC002,17,Business: Actuarial,,Business: Finance,53715,34.746613,113.625328,Maybe,sausage,neither,Yes,night owl,Maybe
"COMP SCI 220:LEC005, COMP SCI 220:LAB353",LEC005,18,Engineering: Biomedical,,,53715,46.58276,7.08058,No,pepperoni,dog,No,early bird,No
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,20,Statistics,,,53715,39.904202,116.407394,Maybe,mushroom,dog,Yes,early bird,No
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC002,18,Computer Science,,,53706,35.96691,-75.627823,No,sausage,dog,No,early bird,Yes
"COMP SCI 220:LAB351, COMP SCI 220:LEC005",LEC005,21,Mathematics/AMEP,,Statistics,53703,13.756331,100.501762,No,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB351",LEC005,20,Engineering: Biomedical,,,53715,28.538336,-81.379234,No,sausage,cat,No,night owl,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,19,Engineering: Mechanical,,,53703,44.822783,-93.370743,No,sausage,dog,Yes,early bird,No
"COMP SCI 220:LAB351, COMP SCI 220:LEC005",LEC005,19,Engineering: Mechanical,,,53715,42.15,-87.96,No,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LAB352, COMP SCI 220:LEC005",LEC005,20,Other (please provide details below).,Journalism,Political Science,53715,41.3874° N,2.1686° E,No,basil/spinach,dog,Yes,early bird,Maybe
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,19,Engineering: Mechanical,,,53703,42.864552,-88.333199,Maybe,pepperoni,dog,No,early bird,Maybe
"COMP SCI 220:LEC005, COMP SCI 220:LAB354",LEC005,17,Data Science,,,53706,40.7128° N,74.0060° W,Yes,macaroni/pasta,dog,No,night owl,Yes
"COMP SCI 220:LAB352, COMP SCI 220:LEC005",LEC002,19,Science: Other,Politcal Science,,53703,41.878113,-87.629799,Maybe,pepperoni,dog,Yes,night owl,No
"COMP SCI 220:LAB321, COMP SCI 220:LEC002",LEC002,20,Business: Finance,,"Information Systems, OTM",53703,40.7831,73.9712,No,sausage,dog,Yes,night owl,No
"COMP SCI 220:LAB342, COMP SCI 220:LEC004",LEC004,20,Data Science,,,53703,43,87.9,Yes,none (just cheese),dog,No,night owl,Yes
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,18,Data Science,,,53706,38.900497,-77.007507,Yes,pineapple,dog,No,night owl,Maybe
"COMP SCI 220:LEC005, COMP SCI 220:LAB353",LEC005,18,Engineering: Industrial,,,53706,45.440845,12.315515,Yes,sausage,dog,No,night owl,Maybe
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC002,19,Data Science,,,53715,25.73403,-80.24697,Yes,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB354",LEC005,18,Other (please provide details below).,Political Science,,53706,42.360081,-71.058884,Yes,macaroni/pasta,dog,Yes,night owl,Yes
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC002,20,Other (please provide details below).,Economics,Consumer Behavior & Marketplace Studies,53703,41.878113,-87.629799,Maybe,pepperoni,dog,Yes,no preference,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,18,Engineering: Mechanical,,,55088,48.135124,11.581981,No,pepperoni,dog,Yes,no preference,No
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC001,23,Business: Information Systems,,,53703,37.566536,126.977966,No,sausage,dog,No,night owl,Maybe
"COMP SCI 220:LAB353, COMP SCI 220:LEC005",LEC005,17,Data Science,,,53703,49.2827° N,123.1207° W,Yes,sausage,dog,Yes,night owl,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB353",LEC005,,Statistics,,,53726,40.712776,-74.005974,Maybe,Other,dog,Yes,no preference,Yes
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,18,Science: Biology/Life,,Chemistry,53706,48.856613,2.352222,No,pepperoni,cat,Yes,early bird,No
COMP SCI 319:LEC005,LEC005,32,Other (please provide details below).,Communication Sciences and Disorder,plan to minor in Data Science,53705,37.566536,126.977966,No,pineapple,dog,Yes,no preference,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,18,Data Science,,,53706,41.878113,-87.629799,Yes,macaroni/pasta,dog,No,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,17,Business: Information Systems,,,53706,-6.17511,106.865036,Maybe,sausage,neither,No,no preference,Maybe
COMP SCI 319:LEC002,LEC002,25,Science: Other,Geoscience,,53711,46.947975,7.447447,No,mushroom,cat,No,no preference,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC001,20,Other (please provide details below).,Economics,"Personal Finance, with a certificate in Data Science",53703,46.7867° N,92.1005° W,No,macaroni/pasta,neither,Yes,early bird,No
"COMP SCI 220:LAB321, COMP SCI 220:LEC002",LEC002,21,Business: Other,Marketing,Management Information Systems,53703,20.878332,-156.682495,No,basil/spinach,dog,No,night owl,Yes
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,19,Statistics,,,53703,52.370216,4.895168,Maybe,sausage,dog,No,night owl,Maybe
"COMP SCI 220:LEC005, COMP SCI 220:LAB351",LEC005,20,Engineering: Biomedical,,,53711,35.689487,139.691711,No,basil/spinach,dog,No,night owl,Yes
"COMP SCI 220:LAB354, COMP SCI 220:LEC005",LEC005,22,Science: Other,Atmospheric and oceanic science,,53703,26.1224 N,80.1373 W,No,pepperoni,dog,No,early bird,No
"COMP SCI 220:LAB311, COMP SCI 220:LEC001",LEC001,18,Engineering: Mechanical,,,53726,21.306944,-157.858337,No,sausage,dog,No,night owl,Yes
"COMP SCI 220:LAB353, COMP SCI 220:LEC005",LEC005,21,Business: Finance,,,53703,43.11339,-89.37726,No,sausage,dog,No,night owl,Yes
COMP SCI 319:LEC001,LEC001,,Business: Other,,,53703,22.396427,114.109497,No,Other,dog,No,early bird,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,19,Science: Biology/Life,,French,537-3,41.2,96,No,pepperoni,cat,No,early bird,No
"COMP SCI 220:LAB341, COMP SCI 220:LEC004",LEC004,18,Engineering: Industrial,,,53706,49.74609,7.4609,No,pepperoni,cat,No,early bird,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB341",LEC004,20,Science: Other,Environmental Science,Sustainability Certificate,53715,43,-89,No,mushroom,dog,Yes,night owl,Maybe
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,18,Business: Finance,,Business: Information Systems,53706,39.7392 N,104.9903 W,Maybe,pepperoni,dog,No,early bird,No
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,,Computer Science,,,53706,41.67566,-86.28645,Maybe,pineapple,cat,No,no preference,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,18,Business: Other,,,53706,33.88509,-118.409714,Maybe,green pepper,dog,Yes,night owl,No
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,20,Engineering: Biomedical,,,53711,41.8781° N,87.6298° W,No,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB324",LEC001,20,Data Science,,econ,53715,10.97285,106.477707,Yes,mushroom,dog,No,no preference,Maybe
"COMP SCI 220:LAB321, COMP SCI 220:LEC002",LEC002,20,Computer Science,,,53703,36.16156,-75.752441,Maybe,pepperoni,dog,Yes,no preference,Yes
"COMP SCI 220:LAB321, COMP SCI 220:LEC002",LEC002,20,Business: Other,Marketing,n/a,53703,35.689487,139.691711,No,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,18,Engineering: Other,Engineering Mechanics,,53706,35.689487,139.691711,No,mushroom,cat,No,night owl,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB324",LEC002,21,Other (please provide details below).,"Econ, Math, Data Sci Minor",N/A,53703,46.25872,-91.745583,No,sausage,dog,Yes,no preference,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,19,Other (please provide details below).,mathematic,data science,53703,39.904202,116.407394,Yes,tater tots,cat,No,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,18,Data Science,,,53703,40.706067,-74.030063,Yes,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LAB323, COMP SCI 220:LEC002",LEC001,19,Other (please provide details below).,Pre-Business,,53703,39.60502,-106.51641,Maybe,pepperoni,dog,Yes,early bird,No
"COMP SCI 220:LAB321, COMP SCI 220:LEC002",LEC002,20,Mathematics/AMEP,,Data Science,53703,35.106766,-106.629181,Yes,green pepper,cat,No,night owl,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB333",LEC003,20,Science: Physics,answered,maybe cs,53715,64.963051,-19.020836,Yes,mushroom,dog,No,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC001,20,Business: Finance,Economics,data science,53703,31.298973,120.585289,Yes,pineapple,cat,Yes,night owl,No
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC002,18,Other (please provide details below).,Economics,"Data Science, Finance",53706,48.856613,2.352222,Yes,basil/spinach,dog,No,night owl,Maybe
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC002,21,Data Science,,,53703,40.712776,-74.005974,Yes,sausage,dog,No,night owl,Yes
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC002,19,Engineering: Industrial,,,53715,45.914,-89.255,No,sausage,dog,Yes,early bird,Yes
"COMP SCI 220:LAB321, COMP SCI 220:LEC002",LEC001,19,Computer Science,cs,ce,53703,20,110,Maybe,pineapple,cat,No,night owl,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB323",LEC001,19,Engineering: Mechanical,,,53726,41.878113,-87.629799,Maybe,basil/spinach,dog,No,early bird,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB353",LEC001,19,Computer Science,,Data Science,53715,48.8566° N,2.3522° E,Yes,sausage,dog,No,night owl,Maybe
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC002,19,Other (please provide details below).,Industrial Engineering,Data Science,53703,48.856613,2.352222,Yes,basil/spinach,dog,No,early bird,Yes
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC002,18,Data Science,,History,53706,43.073051,-89.40123,Yes,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC002,20,Statistics,N/A,nutritional science,53703,31.224361,121.46917,Maybe,mushroom,dog,No,no preference,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,18,Computer Science,N/A,Data Science,53706,35.689487,139.691711,Yes,green pepper,dog,No,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB323",LEC002,18,Computer Science,,,53706,25.03841,121.563698,Maybe,pineapple,dog,No,night owl,Yes
"COMP SCI 220:LAB323, COMP SCI 220:LEC002",LEC002,19,Engineering: Mechanical,,,53715,43.06827,-89.40263,No,sausage,dog,No,night owl,No
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,18,Engineering: Mechanical,,,53703,43°N,89.4°W,No,pepperoni,cat,No,no preference,Maybe
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC002,,Other (please provide details below).,Mechanical Engineering,Pre-Med,53703,87.6298° W,41.8781° N,No,Other,dog,Yes,night owl,Yes
COMP SCI 319:LEC002,LEC002,26,Science: Other,,,57075,42.76093,-89.9589,No,Other,dog,Yes,early bird,No
"COMP SCI 220:LEC002, COMP SCI 220:LAB324",LEC001,21,Science: Other,Environmental science,,53714,47.606209,-122.332069,No,pepperoni,dog,Yes,early bird,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,18,Data Science,,,53706,35.69,139.69,Yes,pineapple,cat,No,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB323",LEC002,18,Computer Science,,,53706,42.807091,-86.01886,Yes,none (just cheese),cat,Yes,early bird,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,19,Engineering: Mechanical,,,53703,45.892099,8.997803,Maybe,green pepper,dog,No,night owl,Yes
"COMP SCI 220:LAB323, COMP SCI 220:LEC002",LEC002,20,Computer Science,,,53715,40.755645,-74.034119,No,sausage,dog,Yes,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,18,Engineering: Mechanical,,,53066,43.073051,-89.40123,No,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB323",LEC002,18,Data Science,,,53706,21.306944,-157.858337,Yes,pineapple,dog,No,night owl,No
"COMP SCI 220:LEC002, COMP SCI 220:LAB324",LEC002,18,Engineering: Industrial,,,53706,32.0853,34.781769,Maybe,pepperoni,dog,No,night owl,Maybe
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC002,19,Engineering: Mechanical,,,53703,46.786671,-92.100487,No,sausage,dog,No,early bird,No
"COMP SCI 220:LAB323, COMP SCI 220:LEC002",LEC002,19,Engineering: Mechanical,n/a,n/a,53715,42.590519,-88.435287,No,pepperoni,dog,No,early bird,No
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,23,Data Science,,,53703,37,127,Yes,pineapple,dog,No,night owl,Yes
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC002,20,Data Science,,,53703,43.06875,-89.39434,Yes,pepperoni,dog,Yes,no preference,Maybe
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC002,20,Engineering: Mechanical,,,53703,41.499321,-81.694359,No,pepperoni,dog,Yes,night owl,Maybe
"COMP SCI 220:LAB321, COMP SCI 220:LEC002",LEC002,21,Other (please provide details below).,Economics,,53703,38.969021,-0.18516,No,sausage,dog,Yes,no preference,No
"COMP SCI 220:LAB321, COMP SCI 220:LEC002",LEC002,20,Other (please provide details below).,Economics,,53703,50.85,4.35,No,pepperoni,dog,No,no preference,Yes
"COMP SCI 220:LAB323, COMP SCI 220:LEC002",LEC002,19,Data Science,,,53715,36.39619,10.61412,Yes,none (just cheese),cat,No,no preference,Yes
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC002,20,Engineering: Mechanical,,,53711,,-105.59,No,green pepper,dog,Yes,night owl,No
COMP SCI 319:LEC002,LEC002,30,Other (please provide details below).,Life Sciences Communication,,53562,52.399448,0.25979,No,basil/spinach,cat,Yes,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,20,Business: Finance,,Real estate,53703,41.878,-87.629799,No,pepperoni,dog,No,no preference,Yes
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC003,18,Computer Science,,,53706,31.2304° N,121.4737° E,Maybe,pepperoni,cat,No,night owl,Maybe
"COMP SCI 220:LEC005, COMP SCI 220:LAB351",LEC005,22,Other (please provide details below).,Economics,Data Science,53711,48.135124,11.581981,Maybe,pepperoni,cat,Yes,no preference,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,19,Engineering: Mechanical,,,53711,51.5,0.1276,No,pepperoni,dog,No,night owl,No
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,18,Computer Science,,Data Science & Economy,53703,31.298973,120.585289,Yes,pineapple,neither,No,night owl,No
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,19,Computer Science,,,53703,37,-97,Maybe,macaroni/pasta,cat,No,no preference,Maybe
"COMP SCI 220:LAB321, COMP SCI 220:LEC002",LEC002,19,Other (please provide details below).,International Studies,"Public Policy, Data Science",53703,8.25115,34.588348,Maybe,none (just cheese),dog,Yes,early bird,Maybe
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,19,Engineering: Mechanical,,,53703,43.038902,-87.906471,No,pineapple,cat,No,night owl,Yes
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,19,Science: Other,Atmospheric and Oceanic Sciences,,53703,48.856613,2.352222,Maybe,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB343",LEC004,20,Data Science,N/A,Econ with a math emphasis,53703,41.878113,-87.629799,Yes,green pepper,dog,No,early bird,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB344",LEC004,18,Other (please provide details below).,Undecided,,53706,39.3823° N,87.2971° W,No,sausage,dog,Yes,early bird,No
"COMP SCI 220:LAB344, COMP SCI 220:LEC004",LEC004,21,Data Science,,"Statistics, Mathematics in Programming and Computing, Mathematics in Economics and Finance",53703,31.230391,121.473701,Yes,mushroom,cat,No,night owl,Maybe
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,18,Data Science,,,53706,32.776474,-79.931053,Yes,none (just cheese),dog,No,early bird,Yes
"COMP SCI 220:LEC006, COMP SCI 220:LAB363",LEC006,18,Science: Physics,,Certificate in Data Science,53706,43.073051,-89.40123,Maybe,sausage,dog,No,night owl,Yes
"COMP SCI 220:LAB311, COMP SCI 220:LEC001",LEC001,19,Other (please provide details below).,Economics,,53703,35.689487,139.691711,Maybe,pineapple,dog,Yes,night owl,Yes
"COMP SCI 220:LAB342, COMP SCI 220:LEC004",LEC004,18,Data Science,,,53715,50.8,-1.085,Yes,Other,dog,No,night owl,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB324",LEC002,21,Languages,,Economics,53703,37.389091,-5.984459,Yes,mushroom,cat,No,early bird,No
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,19,Other (please provide details below).,Rehabilitation Psychology,,53706,36.204823,138.25293,Maybe,pineapple,cat,No,no preference,Maybe
"COMP SCI 220:LAB362, COMP SCI 220:LEC006",LEC006,18,Data Science,,,53705,37.5741° N,122.3794° W,Yes,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,18,Other (please provide details below).,currently undecided,,53706,26.452,-81.9481,Maybe,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,19,Business: Actuarial,,"Risk Management & Insurance, Data Science",53703,37.774929,-122.419418,Yes,pineapple,dog,No,early bird,No
"COMP SCI 220:LAB352, COMP SCI 220:LEC005",LEC005,18,Other (please provide details below).,"Originally Pre-Nursing, switched classes in hopes to apply for the Industrial Engineering program",,53706,55.676098,12.568337,No,pepperoni,dog,Yes,night owl,No
"COMP SCI 220:LAB311, COMP SCI 220:LEC001",LEC001,19,Engineering: Mechanical,,,53703,43.073051,-89.40123,No,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC002,18,Statistics,,,53706-1701,40.713051,-74.007233,Maybe,none (just cheese),dog,No,night owl,Maybe
"COMP SCI 220:LAB333, COMP SCI 220:LEC003",LEC003,21,Languages,,Communication Arts,53511,39.952583,-75.165222,No,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,18,Computer Science,,,53706,12.523579,-70.03355,No,pineapple,dog,No,night owl,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,,Engineering: Biomedical,,,53715,41.878113,-87.629799,No,pepperoni,dog,Yes,night owl,No
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,,Data Science,,,53701,40.37336,88.231483,Yes,pepperoni,dog,Yes,night owl,No
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,19,Data Science,,,53703,51.5072,0.1276,Yes,pepperoni,dog,Yes,no preference,No
"COMP SCI 220:LEC002, COMP SCI 220:LAB323",LEC002,18,Data Science,,,53706,47.987289,0.22367,Yes,none (just cheese),dog,Yes,night owl,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,19,Business: Actuarial,,Risk Management and Insurance,53715,45.17963,-87.150009,No,sausage,dog,Yes,no preference,No
"COMP SCI 220:LEC005, COMP SCI 220:LAB353",LEC005,21,Science: Biology/Life,,Global Health,53703,21.23556,-86.73142,No,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB343",LEC004,18,Engineering: Industrial,,,53706,43.073051,-89.40123,No,sausage,dog,No,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,21,Science: Biology/Life,,"Psychology, Japanese",53715,41.878113,-87.629799,No,green pepper,cat,No,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,20,Engineering: Biomedical,,,53703,48.8566° N,2.3522° E,No,mushroom,cat,Yes,night owl,Maybe
"COMP SCI 220:LAB354, COMP SCI 220:LEC005",LEC005,19,Engineering: Mechanical,,,53703,49.28273,-123.120735,No,basil/spinach,dog,No,night owl,Yes
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,19,Data Science,,,53706,37.23082,-107.59529,Yes,basil/spinach,dog,No,no preference,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,19,Business: Finance,,,53703,26.20047,127.728577,No,mushroom,dog,No,night owl,Maybe
"COMP SCI 220:LEC006, COMP SCI 220:LAB361",LEC006,18,Statistics,,Data Science,53706,32.060253,118.796875,Yes,pineapple,cat,Yes,early bird,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,20,Business: Information Systems,,Accounting,53706,52.520008,13.404954,No,none (just cheese),dog,No,early bird,Yes
"COMP SCI 220:LAB361, COMP SCI 220:LEC006",LEC006,18,Other (please provide details below).,Undecided; Potential Computer Science Major,,53706,43.038902,-87.906471,Maybe,sausage,dog,No,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,20,Other (please provide details below).,Accounting,Information Systems,53703,32.79649,-117.192123,Yes,mushroom,dog,No,no preference,Yes
"COMP SCI 220:LEC006, COMP SCI 220:LAB361",LEC006,19,Statistics,,Data Science,53715,21.315603,-157.858093,Yes,pepperoni,cat,No,night owl,No
"COMP SCI 220:LAB341, COMP SCI 220:LEC004",LEC004,20,Science: Biology/Life,,,53706-1202,13.756331,100.501762,No,pineapple,neither,No,night owl,Yes
"COMP SCI 220:LAB342, COMP SCI 220:LEC004",LEC004,20,Business: Other,,,53715,42.818878,-89.494115,No,pepperoni,dog,No,night owl,Yes
